timestamp,open,high,low,close,volume
2024-01-02 01:45:00,252.92,255.04,252.85,255.02,1419667.84
2024-01-02 02:00:00,255.02,255.37,253.5,253.53,968359.66
2024-01-02 02:15:00,253.53,255.07,253.52,255.04,1445940.62
2024-01-02 02:30:00,255.04,255.31,254.93,255.3,960248.95
2024-01-02 02:45:00,255.3,256.54,255.16,256.19,1212609.44
2024-01-02 03:00:00,256.19,256.52,254.79,254.88,1072715.36
2024-01-02 03:15:00,254.88,254.91,253.97,254.37,1379143.27
2024-01-02 03:30:00,254.37,257.17,254.31,256.72,692617.2
2024-01-02 03:45:00,256.72,258.36,256.49,257.97,747801.61
2024-01-02 04:00:00,257.97,259.78,257.67,259.32,1477648.12
2024-01-02 04:15:00,259.32,259.38,256.91,257.47,1375523.14
2024-01-02 04:30:00,257.47,259.76,257.03,259.4,1031209.65
2024-01-02 04:45:00,259.4,259.61,259.3,259.6,835197.72
2024-01-02 05:00:00,259.6,259.78,258.42,258.51,710640.95
2024-01-02 05:15:00,258.51,258.7,257.72,257.8,1000838.3
2024-01-02 05:30:00,257.8,257.93,256.9,257.04,696934.25
2024-01-02 05:45:00,257.04,257.41,256.43,256.48,883037.41
2024-01-02 06:00:00,256.48,258.76,256.3,258.75,1495262.59
2024-01-02 06:15:00,258.75,259.45,258.59,259.23,1271426.39
2024-01-02 06:30:00,259.23,259.38,258.87,258.94,1130801.64
2024-01-02 06:45:00,258.94,259.1,256.25,256.82,1349859.42
2024-01-02 07:00:00,256.82,257.75,256.03,257.66,627246.5
2024-01-02 07:15:00,257.66,259.47,257.03,259.08,783145.26
2024-01-02 07:30:00,259.08,259.44,258.38,258.55,632314.81
2024-01-02 07:45:00,258.55,258.61,257.46,257.69,1218321.53
2024-01-02 08:00:00,257.69,258.32,257.67,257.94,1097362.93
2024-01-02 08:15:00,257.94,258.05,256.9,257.31,642925.5
2024-01-02 08:30:00,257.31,257.67,256.43,256.67,877520.32
2024-01-02 08:45:00,256.67,258.89,256.63,258.88,800905.98
2024-01-02 09:00:00,258.88,259.01,258.32,258.47,684164.88
2024-01-02 09:15:00,258.47,259.12,257.66,257.83,1518785.29
2024-01-02 09:30:00,257.83,258.08,257.69,257.85,671184.17
2024-01-02 09:45:00,257.85,259.02,257.79,258.88,1099261.3
2024-01-02 10:00:00,258.88,259.02,257.24,257.41,870444.62
2024-01-02 10:15:00,257.41,258.33,256.71,258.26,766778.55
2024-01-02 10:30:00,258.26,259.02,258.09,258.78,667704.45
2024-01-02 10:45:00,258.78,259.5,256.91,257.32,582979.94
2024-01-02 11:00:00,257.32,257.42,256.44,256.69,773066.36
2024-01-02 11:15:00,256.69,256.98,256.16,256.36,1109964.96
2024-01-02 11:30:00,256.36,256.56,253.93,254.08,1448865.94
2024-01-02 11:45:00,254.08,254.17,254.06,254.13,682512.55
2024-01-02 12:00:00,254.13,254.51,253.83,254.47,648386.01
2024-01-02 12:15:00,254.47,255.14,254.32,254.98,677046.42
2024-01-02 12:30:00,254.98,255.75,254.91,255.64,880969.49
2024-01-02 12:45:00,255.64,258.09,255.4,258.02,1439064.29
2024-01-02 13:00:00,258.02,258.28,255.69,256.17,1336844.62
2024-01-02 13:15:00,256.17,256.58,256.07,256.07,1405257.6
2024-01-02 13:30:00,256.07,257.4,256.01,256.83,635259.6
2024-01-02 13:45:00,256.83,257.55,256.69,257.51,856823.48
2024-01-02 14:00:00,257.51,257.62,257.34,257.51,1394324.39
2024-01-02 14:15:00,257.51,260.63,257.41,260.51,906077.92
2024-01-02 14:30:00,260.51,261.51,260.49,261.28,1300105.39
2024-01-02 14:45:00,261.28,261.38,259.8,260.01,1385548.95
2024-01-02 15:00:00,260.01,260.27,258.96,259.07,755644.82
2024-01-02 15:15:00,259.07,259.39,258.82,259.14,1144158.01
2024-01-02 15:30:00,259.14,259.75,258.94,259.26,684873.54
2024-01-02 15:45:00,259.26,259.31,256.6,256.81,986143.38
2024-01-02 16:00:00,256.81,257.32,256.74,257.3,1025264.05
2024-01-02 16:15:00,257.3,257.36,255.04,255.05,1492225.01
2024-01-02 16:30:00,255.05,255.24,254.59,254.71,1223459.47
2024-01-02 16:45:00,254.71,254.77,254.25,254.54,1113982.8
2024-01-02 17:00:00,254.54,256.6,254.29,256.47,1597082.12
2024-01-02 17:15:00,256.47,257.12,255.63,255.76,923767.72
2024-01-02 17:30:00,255.76,255.87,254.75,255.01,1067978.52
2024-01-02 17:45:00,255.01,255.06,251.81,251.96,947987.44
2024-01-02 18:00:00,251.96,252.38,250.89,250.95,666585.56
2024-01-02 18:15:00,250.95,250.95,247.86,248.19,1020180.54
2024-01-02 18:30:00,248.19,248.36,246.89,247.35,530465.82
2024-01-02 18:45:00,247.35,248.78,247.22,248.52,1530608.35
2024-01-02 19:00:00,248.52,248.8,246.99,247.63,587566.83
2024-01-02 19:15:00,247.63,247.82,247.05,247.22,1421047.94
2024-01-02 19:30:00,247.22,247.35,245.87,245.87,1122789.49
2024-01-02 19:45:00,245.87,246.22,243.93,244.58,990252.03
2024-01-02 20:00:00,244.58,246.43,244.5,245.92,1436363.96
2024-01-02 20:15:00,245.92,245.96,244.75,244.88,803336.73
2024-01-02 20:30:00,244.88,245.31,242.53,242.76,572760.72
2024-01-02 20:45:00,242.76,244.3,242.58,244.12,1237862.46
2024-01-02 21:00:00,244.12,244.24,242.57,242.87,630295.37
2024-01-02 21:15:00,242.87,243.62,242.64,243.42,1386579.11
2024-01-02 21:30:00,243.42,243.7,242.15,242.41,826188.65
2024-01-02 21:45:00,242.41,243.22,241.98,242.82,1416286.04
2024-01-02 22:00:00,242.82,243.07,241.4,241.57,1146296.18
2024-01-02 22:15:00,241.57,241.75,238.71,239.05,1004452.15
2024-01-02 22:30:00,239.05,239.45,235.53,235.58,1446722.19
2024-01-02 22:45:00,235.58,235.81,234.97,234.97,1333395.14
2024-01-02 23:00:00,234.97,234.99,233.92,233.99,1180876.58
2024-01-02 23:15:00,233.99,234.14,231.03,231.12,1498606.17
2024-01-02 23:30:00,231.12,231.2,230.56,230.69,528185.13
2024-01-02 23:45:00,230.69,231.06,229.02,229.15,1124489.87
2024-01-03 00:00:00,229.15,230.21,229.09,230.1,1146462.71
2024-01-03 00:15:00,230.1,231.23,229.99,231.0,1469519.5
2024-01-03 00:30:00,231.0,231.3,227.85,227.99,753201.67
2024-01-03 00:45:00,227.99,228.07,227.52,227.57,1123488.21
2024-01-03 01:00:00,227.57,227.89,226.07,226.28,1288154.92
2024-01-03 01:15:00,226.28,226.41,223.6,223.99,1074730.15
2024-01-03 01:30:00,223.99,224.25,223.8,224.2,536282.0
2024-01-03 01:45:00,224.2,224.83,223.86,224.7,563567.43
