timestamp,open,high,low,close,volume
2024-01-01 15:30:00,39604.35,39612.92,39252.34,39254.13,1132657.79
2024-01-01 15:45:00,39254.13,39307.65,38899.48,38931.74,1597060.9
2024-01-01 16:00:00,38931.74,38939.0,38158.94,38184.21,1119264.64
2024-01-01 16:15:00,38184.21,38359.64,38120.77,38330.05,699010.57
2024-01-01 16:30:00,38330.05,38355.09,38002.22,38069.43,1239085.72
2024-01-01 16:45:00,38069.43,38092.92,38006.56,38078.56,1114387.25
2024-01-01 17:00:00,38078.56,38097.0,37453.97,37501.48,592349.61
2024-01-01 17:15:00,37501.48,37510.38,37107.07,37176.66,649614.7
2024-01-01 17:30:00,37176.66,37214.75,36092.02,36101.14,1158443.4
2024-01-01 17:45:00,36101.14,36156.84,35585.31,35632.46,616096.82
2024-01-01 18:00:00,35632.46,35988.01,35591.02,35936.41,1257532.36
2024-01-01 18:15:00,35936.41,35943.69,35829.37,35831.55,1117459.98
2024-01-01 18:30:00,35831.55,35855.27,35699.88,35756.59,978298.21
2024-01-01 18:45:00,35756.59,35781.15,35292.74,35295.24,1000432.24
2024-01-01 19:00:00,35295.24,35317.22,35261.36,35268.7,1354989.65
2024-01-01 19:15:00,35268.7,35290.64,35011.34,35023.79,1279838.68
2024-01-01 19:30:00,35023.79,35181.59,34995.32,35170.78,814854.99
2024-01-01 19:45:00,35170.78,35261.87,35145.8,35242.42,1333455.36
2024-01-01 20:00:00,35242.42,35246.56,35085.92,35130.8,867433.58
2024-01-01 20:15:00,35130.8,35185.36,34843.83,34859.15,1351551.29
2024-01-01 20:30:00,34859.15,35119.38,34835.38,35118.64,955392.34
2024-01-01 20:45:00,35118.64,35128.16,34904.7,34926.11,1529556.31
2024-01-01 21:00:00,34926.11,34946.9,34819.92,34848.44,810852.04
2024-01-01 21:15:00,34848.44,35369.79,34806.73,35327.22,1424439.5
2024-01-01 21:30:00,35327.22,35419.87,35326.79,35397.63,568670.67
2024-01-01 21:45:00,35397.63,35471.61,34975.32,35037.35,1528945.2
2024-01-01 22:00:00,35037.35,35048.61,34686.52,34700.85,1225611.48
2024-01-01 22:15:00,34700.85,34715.89,34433.24,34440.25,1421129.06
2024-01-01 22:30:00,34440.25,34448.25,34157.62,34207.15,1401653.86
2024-01-01 22:45:00,34207.15,34229.87,33673.51,33719.37,666706.23
2024-01-01 23:00:00,33719.37,33769.12,33673.17,33702.08,614331.33
2024-01-01 23:15:00,33702.08,33712.27,33557.7,33557.85,1010114.55
2024-01-01 23:30:00,33557.85,33585.61,33526.39,33543.82,1468288.11
2024-01-01 23:45:00,33543.82,33903.44,33515.5,33854.5,1495357.57
2024-01-02 00:00:00,33854.5,33854.92,33810.32,33813.62,1487040.84
2024-01-02 00:15:00,33813.62,33890.58,33489.47,33503.08,1305567.18
2024-01-02 00:30:00,33503.08,34005.75,33473.85,33979.67,623038.64
2024-01-02 00:45:00,33979.67,33983.44,33894.45,33927.57,1137307.19
2024-01-02 01:00:00,33927.57,33947.91,33775.65,33847.54,1109218.34
2024-01-02 01:15:00,33847.54,33912.28,33797.95,33810.21,1328286.44
2024-01-02 01:30:00,33810.21,33826.84,33677.99,33722.52,1469888.57
2024-01-02 01:45:00,33722.52,34005.79,33713.0,34003.28,1419667.84
2024-01-02 02:00:00,34003.28,34049.32,33800.41,33804.28,968359.66
2024-01-02 02:15:00,33804.28,34009.15,33802.4,34005.46,1445940.62
2024-01-02 02:30:00,34005.46,34041.77,33990.15,34040.18,960248.95
2024-01-02 02:45:00,34040.18,34205.77,34021.95,34159.02,1212609.44
2024-01-02 03:00:00,34159.02,34202.67,33972.27,33983.57,1072715.36
2024-01-02 03:15:00,33983.57,33987.47,33863.19,33915.81,1379143.27
2024-01-02 03:30:00,33915.81,34289.37,33907.36,34229.29,692617.2
2024-01-02 03:45:00,34229.29,34447.76,34199.24,34396.54,747801.61
2024-01-02 04:00:00,34396.54,34637.38,34355.84,34576.56,1477648.12
2024-01-02 04:15:00,34576.56,34583.48,34254.58,34329.1,1375523.14
2024-01-02 04:30:00,34329.1,34634.8,34270.63,34587.07,1031209.65
2024-01-02 04:45:00,34587.07,34614.18,34573.12,34613.97,835197.72
2024-01-02 05:00:00,34613.97,34637.15,34455.34,34467.97,710640.95
2024-01-02 05:15:00,34467.97,34493.73,34362.86,34372.86,1000838.3
2024-01-02 05:30:00,34372.86,34390.18,34253.53,34271.7,696934.25
2024-01-02 05:45:00,34271.7,34320.85,34190.73,34197.28,883037.41
2024-01-02 06:00:00,34197.28,34501.45,34173.35,34500.23,1495262.59
2024-01-02 06:15:00,34500.23,34593.69,34478.83,34564.26,1271426.39
2024-01-02 06:30:00,34564.26,34584.16,34515.98,34525.48,1130801.64
2024-01-02 06:45:00,34525.48,34547.11,34167.04,34242.1,1349859.42
2024-01-02 07:00:00,34242.1,34366.01,34136.68,34355.32,627246.5
2024-01-02 07:15:00,34355.32,34596.16,34270.91,34543.53,783145.26
2024-01-02 07:30:00,34543.53,34592.65,34451.27,34473.56,632314.81
2024-01-02 07:45:00,34473.56,34481.08,34327.61,34358.89,1218321.53
2024-01-02 08:00:00,34358.89,34443.06,34356.24,34392.16,1097362.93
2024-01-02 08:15:00,34392.16,34407.31,34253.79,34308.06,642925.5
2024-01-02 08:30:00,34308.06,34355.51,34190.51,34222.21,877520.32
2024-01-02 08:45:00,34222.21,34518.77,34217.85,34517.81,800905.98
2024-01-02 09:00:00,34517.81,34534.62,34442.08,34462.49,684164.88
2024-01-02 09:15:00,34462.49,34548.74,34354.32,34377.85,1518785.29
2024-01-02 09:30:00,34377.85,34410.58,34358.03,34379.37,671184.17
2024-01-02 09:45:00,34379.37,34535.87,34372.24,34517.63,1099261.3
2024-01-02 10:00:00,34517.63,34536.39,34298.91,34321.65,870444.62
2024-01-02 10:15:00,34321.65,34443.94,34227.58,34434.31,766778.55
2024-01-02 10:30:00,34434.31,34535.72,34412.32,34504.52,667704.45
2024-01-02 10:45:00,34504.52,34600.57,34254.43,34309.7,582979.94
2024-01-02 11:00:00,34309.7,34322.9,34191.49,34225.93,773066.36
2024-01-02 11:15:00,34225.93,34263.8,34154.8,34181.18,1109964.96
2024-01-02 11:30:00,34181.18,34208.42,33857.88,33877.43,1448865.94
2024-01-02 11:45:00,33877.43,33889.54,33874.4,33883.79,682512.55
2024-01-02 12:00:00,33883.79,33934.69,33844.22,33929.41,648386.01
2024-01-02 12:15:00,33929.41,34018.08,33909.45,33997.87,677046.42
2024-01-02 12:30:00,33997.87,34099.86,33988.01,34085.51,880969.49
2024-01-02 12:45:00,34085.51,34411.85,34053.21,34402.56,1439064.29
2024-01-02 13:00:00,34402.56,34437.24,34092.59,34156.49,1336844.62
2024-01-02 13:15:00,34156.49,34210.47,34142.07,34142.62,1405257.6
2024-01-02 13:30:00,34142.62,34319.96,34134.58,34244.25,635259.6
2024-01-02 13:45:00,34244.25,34339.82,34224.76,34334.14,856823.48
2024-01-02 14:00:00,34334.14,34349.47,34312.42,34335.21,1394324.39
2024-01-02 14:15:00,34335.21,34751.25,34321.34,34734.33,906077.92
2024-01-02 14:30:00,34734.33,34867.73,34731.84,34837.9,1300105.39
2024-01-02 14:45:00,34837.9,34850.01,34639.64,34668.38,1385548.95
2024-01-02 15:00:00,34668.38,34702.32,34527.56,34542.91,755644.82
2024-01-02 15:15:00,34542.91,34585.33,34509.28,34552.02,1144158.01
2024-01-02 15:30:00,34552.02,34633.51,34525.29,34568.63,684873.54
2024-01-02 15:45:00,34568.63,34574.53,34212.73,34241.34,986143.38
2024-01-02 16:00:00,34241.34,34309.2,34231.75,34307.29,1025264.05
2024-01-02 16:15:00,34307.29,34314.25,34005.41,34007.0,1492225.01
2024-01-02 16:30:00,34007.0,34031.68,33944.97,33961.31,1223459.47
2024-01-02 16:45:00,33961.31,33969.81,33900.32,33939.01,1113982.8
2024-01-02 17:00:00,33939.01,34213.04,33905.42,34195.56,1597082.12
2024-01-02 17:15:00,34195.56,34282.37,34083.49,34101.36,923767.72
2024-01-02 17:30:00,34101.36,34115.91,33966.41,34000.82,1067978.52
2024-01-02 17:45:00,34000.82,34008.64,33574.12,33595.22,947987.44
2024-01-02 18:00:00,33595.22,33651.29,33451.66,33460.35,666585.56
2024-01-02 18:15:00,33460.35,33460.57,33048.0,33091.65,1020180.54
2024-01-02 18:30:00,33091.65,33114.69,32918.64,32979.62,530465.82
2024-01-02 18:45:00,32979.62,33170.29,32962.58,33136.58,1530608.35
2024-01-02 19:00:00,33136.58,33173.25,32931.88,33016.85,587566.83
2024-01-02 19:15:00,33016.85,33042.68,32940.32,32962.55,1421047.94
2024-01-02 19:30:00,32962.55,32980.57,32782.09,32783.16,1122789.49
2024-01-02 19:45:00,32783.16,32828.69,32523.98,32610.71,990252.03
2024-01-02 20:00:00,32610.71,32857.28,32599.53,32789.3,1436363.96
2024-01-02 20:15:00,32789.3,32794.21,32633.41,32650.65,803336.73
2024-01-02 20:30:00,32650.65,32707.86,32337.49,32367.78,572760.72
2024-01-02 20:45:00,32367.78,32572.92,32344.2,32549.99,1237862.46
2024-01-02 21:00:00,32549.99,32565.92,32342.87,32382.45,630295.37
2024-01-02 21:15:00,32382.45,32482.63,32352.0,32456.21,1386579.11
2024-01-02 21:30:00,32456.21,32493.84,32286.07,32321.01,826188.65
2024-01-02 21:45:00,32321.01,32429.87,32263.97,32375.81,1416286.04
2024-01-02 22:00:00,32375.81,32409.78,32186.83,32209.52,1146296.18
2024-01-02 22:15:00,32209.52,32233.88,31827.87,31872.91,1004452.15
2024-01-02 22:30:00,31872.91,31926.98,31404.39,31411.02,1446722.19
2024-01-02 22:45:00,31411.02,31441.54,31329.0,31329.97,1333395.14
2024-01-02 23:00:00,31329.97,31331.75,31189.35,31198.96,1180876.58
2024-01-02 23:15:00,31198.96,31218.39,30803.54,30816.43,1498606.17
2024-01-02 23:30:00,30816.43,30827.14,30741.6,30758.2,528185.13
2024-01-02 23:45:00,30758.2,30808.32,30536.19,30553.05,1124489.87
2024-01-03 00:00:00,30553.05,30695.11,30545.23,30680.61,1146462.71
2024-01-03 00:15:00,30680.61,30831.06,30664.95,30800.14,1469519.5
2024-01-03 00:30:00,30800.14,30839.55,30379.35,30398.35,753201.67
2024-01-03 00:45:00,30398.35,30408.93,30336.28,30342.31,1123488.21
2024-01-03 01:00:00,30342.31,30384.99,30142.44,30170.29,1288154.92
2024-01-03 01:15:00,30170.29,30187.61,29812.9,29865.27,1074730.15
2024-01-03 01:30:00,29865.27,29899.46,29839.63,29893.94,536282.0
2024-01-03 01:45:00,29893.94,29977.96,29848.52,29959.76,563567.43
